@relation tweets

@attribute TweetText string
@attribute sentiment {negative,irrelevant,neutral,positive}

@data
'Saw that apple is covered with msgs steve jobs Nice to kno ppl r still saying thankyousteve',neutral
'Ice Cream Sandwich Android gepresenteerd via TabletGuideNL android tablet google',irrelevant
'Cachando que markrussinovich aparte de ser un maestro geek tambin escribe novelas microsoft',irrelevant
'Is Google planning to launch its own iTunes rival The Times of India google',neutral
'I wishh twitter would tell me who retweets my stuff',neutral
'putamadre hay gente que pasa todo el da poniendo sus problemas de amor cada minutos en FB consiganse una cuenta de twitter losers',irrelevant
'Google releases new features for presentations in Google Docs Google is rolling out a s google googleplus',neutral
'ICS putting people at the heart You have GOT to be joking Google Now even copying slogans Ah I get it THOSE are not patented',neutral
'LOL google',neutral
'NattaliaAlba mejor consulta ana y mia en google hahahha',irrelevant
'RT imightbewrong Im OVER people bitching about the iPhoneS I think its the smartest phone Ive ever had and Im very happy',positive
'seguridadparatodos is using Microsoft Security Essentials and you thx msftsecresponse Our analysis Spanish',neutral
'Microsoft just bought Skype officially So hows the future of Skype on any other devicesoperating systems',negative
'Bueno twitter OoF q paSen Buenas nOChe rubioCoTiZe Acuerdese ya tah buenOh haha xD',irrelevant
'Para los que tenemos un GalaxySII no se preocupen est confirmado que tendremos Android en este GRANDIOSO terminal Google',irrelevant
'Oh how much do I loathe microsoft An hour to configure updates which it is then unable to do so another mins reverting changes',negative
'How to use Google Alerts to seo search google hack sem it business web marketing online yes hot winning',neutral
'the marijuana loud so the hoes follow like Twitter',neutral
'twitter is jumpin as usual',positive
'Will Apples Mac ever properly be used in the financial markets or is it purely a creatives device Shift from IBM to Mac finpanther',neutral
'Apples Siri is great but Google Android always had that functionality youtubegGbYVvUZs justsaying',neutral
'CNET Microsoft OmniTouch allows multitouch input on arbitrary everyday surfaces via andretelles',neutral
'apple karaoke ceel w nandamaulida putriasmara galuhoktriana milatus p',neutral
'Ice Cream Sandwich to stop carriers bullying smartphone users google android',neutral
'theresamarosy haha k thought everybody knew Microsoft sucks',negative
'Microsoft lanza sitio oficial de Skype',irrelevant
'chefreggie rolandsmartin Apple get ready Tampa Bay the Martins are coming to town Bring it on Buccaneers',irrelevant
'Infosys Microsoft team up to offer cloud services',neutral
'What to Consider When Migrating to Microsoft Exchange yousendit booth gartnersym',neutral
'PartyLiveFree TWITTER FOLLOWERS FACEBOOK LIKES YOUTUBE VIEWS EMAIL BLASTS ETC getmorefacebookfanpagelikes',irrelevant
'Personalfinance security startup BillGuard raises mn from KhoslaVentures Peter Thiels FoundersFund n Google',neutral
'Infinite Spiral Bookcase for Google Books looks amazing interested to see where it is headed',positive
'Microsoft knows how to kick off an opening but I dont quite see the edge for Windows Phone or their tablets iSorry',negative
'RT laurentalbaret La recherche crypte sur Google tendue aux utilisateurs connects un service Google',irrelevant
'Apple please put the Tab button back in Pages for iPad That hold my finger down wait for the insert tab then touch that for the tab SMH',neutral
'Soooooo VerizonWireless All eyes on you When can we order Nexus Samsung Google ICS',neutral
'RT danysaadia ATTCustomerCare att apple I already have an ATT wireless line Can I buy a factory unlocked iPhone S with my contract',neutral
'California Governor JerryBrown declares today SteveJobsDay in his State Music video tribute mashable cnet apple',neutral
'Ehhhh yOO Diiqooo lO que quiierooo xk es Miii Twitter',irrelevant
'RT HersheyTech tomcastiglia and sharepointony now presenting on SharePoint upgrade planning at our SharePoint ECM Summit at the M',neutral
'Apple sells million iPhones in days apple keep doing what you are doing because you are doing it well',positive
'Very nice trivia game by Google Helps you use their search better fb',positive
'GoogleAmazon google amazon',irrelevant
'Yellowgate Some iPhone S Users Complain of Yellow Tint to Screen apple iphones',negative
'Android Google Whats New in Ice Cream Sandwich Android DhilipSiva',neutral
'EddDarkfawn Eso digo yo pa estar uno emboltijado viendo pelis de terror y no bajando los canastos en Twitter ajajajajaja',irrelevant
'RT leiboaz Wow worst apple customer service experience ever Arrogant and inept Bad combo Biltmore Apple store',negative
'Chrome Experiment WebGL Bookcase Google',neutral
'gtgt Google BuzzGoogle google buzz',irrelevant
'iancollinsuk Apple whats incredible is that people still buy into apple as world beatersnot true anymore',neutral
'Que buenas frases que hay en twitter me parece que voy a hacer un libro jaja',irrelevant
'Google updates Nexus site with Galaxy Nexus details android google',neutral
'Google y Samsung presentan NexusGalaxy el Android ms potente del mercado y el primero en llevar el nuevo I',irrelevant
'Microsoft Boxes Up Two New Xbox Holiday Bundles With the holiday season just around the',neutral
'And thanks to TWITs AAA crew for the live coverage of the Google Samsung announcement',neutral
'I lovee Twitter swaag',positive
'There is no social media without Twitter Who could be Twitterless',positive
'Job ICT System Administrator Windows GSI Consultants Zug Microsoft IT',neutral
'majufedz EliasMM me retiro otro dia compartimos nuestras leccionesparalavida con el mundo de twitter jajaja',irrelevant
'How to install Windows What to do before start Part via Pureinfotech win tech software backup microsoft',neutral
'google Jeux dt robes du soir e empire Jeux dt robes Empire robe de soire robe d wikileaks',irrelevant
'epicfail apple bij upgraden naar IOS instellingen kwijt en ebooks verloren het kost me dus geld zon upgrade WAARDELOOS',irrelevant
'I am so done with Att and apple s profitering and lack of customer service so fucking down with both',negative
'RT robakk Start your private cloud fast with the new HP VirtualSystem for Microsoft HP Microsoft HyperV Syste',neutral
'Salut les twittos Un petit rsum de cet conf ICS GOOGLE',irrelevant
'Microsoft are patenting applying personas of celebrities to Bing results',neutral
'amaboura the entreprise version of Microsoft office is not available yet in Algeria i guess',neutral
'aleExlima si voz lo que me perdi pero almenos lo disfrute twitter lo mejor',irrelevant
'sail phoenix next stopgt after quimera rock apple house',irrelevant
'Reader Tronman compares SteveBallmer to an albatross around Microsofts neck Do you agree Join the discussion',negative
'Siri I could have done with out its not that great iPhoneS I hear the iPhone is coming out appleinc',neutral
'The iphones is amazing Siris voice recognition is absolutely a step above previous attempts Bravo apple',positive
'Kinect projector makes all surfaces touchscreen ar touch microsoft xbox gaming games',neutral
'Google announces dates for IO',neutral
'Das neue Google Galaxy Nexus haut mich nicht so sehr vom Hocker Ist meiner Meinung nach nur ein wenig besser als das SGS',irrelevant
'Rumor New screen sizes specs coming to Windows Phones windowsphone microsoft A rumor has surfaced that sugg',neutral
'iMessage is here wid iOS RIP BBM cultofmac apple',neutral
'google Google anuncia Galaxy Nexus com Android',irrelevant
'Follow whymicrosoft for insight on Microsoft solutions which drive productivity for people and their organizations',neutral
'TwitTer Donde la gente Te confiesan Su Vida sin Preguntar Oo',irrelevant
'RT JamaicanIdler Lmao I think apple is onto something magical I am DYING haha Siri suggested where to find whores and where to h',positive
'Apple Y U NO LET ME PREORDER IPHONE S',neutral
'RT ShariPaulKofax tomcastiglia Great job today Engaging presentations from HersheyTech Kofax and Collabware at the Microsoft T',irrelevant
'Apple store dude i hear an accent where ru from me no from ct but ur not st tell me that dude maybe its',neutral
'AsiaClassifiedToday Asian stocks rise on Europe debt plan hopes Belleville News Democrat asia google ads',irrelevant
'Time for bed good night twitter',neutral
'The competition Google introduces Android Ice Cream Sandwich and the Galaxy Nexus',neutral
'Seriously I have absolutely no offing clue what Apple means by authorization nor how to do it',negative
'lt u microsoft',positive
'Ben ik de enige met serieuze bedenkingen Howest wordt proefschool konijn voor Microsoft Office',irrelevant
'Steve Balmer a beau tre compltement barge il a parfois des discours qui font mouche Ici sur le Cloud Microsoft',irrelevant
'TwitterSplitter Gottes Kindergarten Willkommen in der grten Irrenanstalt der Welt via Salecker',irrelevant
'WHERE THE HECK IS THE ANDROID SOURCE CODE WTF GOOGLE',negative
'Surfactants pdf ebook google',irrelevant
'iPad iPad Generation generalberholt ab Apple',irrelevant
'briannaa Pls let us know if you need help w music marketing promo We got Twitter Youtube on lock',neutral
'hace unos das tena mensajes de email lo que ms quiero es leerlos todos acabo de ver y tengo y lo peor facebook twitter',irrelevant
'Ok Hindi keyboard in iOS is something to cheer about But apple what about support for missing Indian languages FAIL',negative
'tomcastiglia Great job today Engaging presentations from HersheyTech Kofax and Collabware at the Microsoft Tech Center in Irvine',irrelevant
'ninguem desliga o g do celular giuchavez Olha aqui apple na proxima atualizaao eu quero um atalho pra ligardesligar a g Ok',irrelevant
'robcollingridge Apple Google and with a URL that works',neutral
'GForbz ma g wass good with you Didnt even kno you was on twitter when was the last time you touched down in the city',neutral
'This good here iPhone will do me VERY well today Thanks to the gods that are apple',positive
'Very nice trivia game by Google Helps you use their search better',positive
'RT elearnnet microsoft edu Microsofts Kinect brings playful learning to the Xbox The Guardian',neutral
'BuenDia Twitter Visite nuestra web y recomiendenos desde el boton tweet',irrelevant
'should be studying doing work but no Im hold with apple HURRY THE FUCK UP nopatience',negative
'chrispirillo Re twitter positive opinions vs negative',neutral
'Der iCloud I HATE U AND I HOPE YOU DIE YOU ARE THE WORST FUCKING INVENTION IN THE WORLD FUCK YOUUUUUUUUUUUU iCloud apple stevejobs',negative
'Swaagg me outt twitter',neutral
'Bueno y ya dejen ese trasteo masivo de frases de twitter al facebook CREATIVIDAD GENTE CREEAAATIIIVIIIDAAAD',irrelevant
'Love the template name Microsoft Everyone that does SharePoint go to your sites layoutsxslinternalxsl for a laugh',neutral
'How to oranise and sort your emails with the categories feature in Microsoft Outlook',neutral
'alliehooker Microsoft has the edge in its cloud integration across its different platforms Tablets still definitely lag behind though',neutral
'And Apple I still have an old MBP from which I use which cant run Lion I still like to sync it',neutral
'WOW that AmberCole video hit Google Im done haha',neutral
'Told myself I was in the bed early tonite somehow I end up back in the computer lab on Twittersmh guess its the Gemini in me',neutral
'P Gostei do novo sistema de reconhecimento facial do Android To forte que no liberou nem o dono do smartphone Google ICS',irrelevant
'RT DanielEvilla ese poco de pensamientos y frases de manes en twitter son pura pendejadas me imagino que no cumplen con ninguno',irrelevant
'MSXP Microsoft WindowsXP',irrelevant
'Steve Ballmer slams Android microsoft steveballmer microsoft',neutral
'Dropbox el servicio de almacenamiento en la nube por las nubes web microsoft tecnologia',irrelevant
'KaeKaed Apple Here is an easy way to put Newsstand in a folder',neutral
'The takeaway from the Apple earnings call Even Apple needs a new iPhone release every months to stay competitive cc hblodget',neutral
'mcastanedac ya qutale esa mugrera de Microsoft OS Vamos a dejarla limpia y andando aprovecha el nuevo Ubuntu que jala hasta en cels',irrelevant
'I did the best of everyone who failed Bill Gate Microsoft',negative
'Steve Ballmer Bunch of new Nokia Windows Phones coming next week via esphoneblog wp nokia microsoft',neutral
'dammit listening to siri is making me want to upgrade well played apple',positive
'Is it bad if I just want it because its called the icecreamsandwich android sansung google',neutral
'En daar gaan we weer pakt vergrootglas erbij zoeken naar die leuke nieuwe collega vacature microsoft',irrelevant
'The great tech battle ft facebook amazon apple and more via fastcompany',neutral
'Google is introducing GalaxyNexus You can unlock you phone by smile Other then thatget an iPhone',neutral
'RT anfisabreus twitter',irrelevant
'the nice guy at the apple store replaced my phone gratis when I showed him the hairline crack on the screen thanks apple',positive
'I dont see the point of following a news station on twitter if theres breaking news people are gunna tweet about it anyway obvs',neutral
'Google WebGL Bookcase Google WebGL Bookcase Google developed a WebGL app that shows a D model of a bookcase',neutral
'I like twitter',positive
'have to finish faster the only way is to google it google D',positive
'The line at the apple is just STUPID',negative
'Why do Linux fanatics want to make Windows less secure linux microsoft',neutral
'SGarney I put the picture up on twitter I did it cause everyone on twitter is cool and your not getsamanthaofftwittereveryone',neutral
'Microsoft excludes tablets from its holiday advertising push',neutral
'Google Google und Samsung stellen das Galaxy Nexus und Android Ice Cream Sandwich offiziell vor mobiFlipde',irrelevant
'RT ahhfuckitsguss twitter can be so useful on letting out your feeling when you cant in the real world',positive
'El dia de hoy esta muy flojo el Twitter qe pasaa DDDDDDDD la apocalipsis ok no jaja',irrelevant
'Dostupan SDK WOW RESPECT Google IceCreamSandwich',positive
'Wordt er al een beetje gebruik gemaakt van google durtevragen',irrelevant
'SEO VideoSpecifying an images license using RDFa google seo images rdfa',irrelevant
'Microsoft Cloud Windows Intune Microsoft Offers Cloud Partners New Incentive calendar year whi TCN',neutral
'after being on hold with apple for the last mins i really like their music selection of onhold music White Stripes Ray Lamontagne',neutral
'RT SawyerHartman I FUKING LOVE YOU APPLE this phone is the best thing ever SIRI BEST THING EVER MADE',positive
'Welchen Vorteil bietet G fr Facebook basic Google',irrelevant
'Welp RT Tree Apple you didnt fall too far from me huh RT NikkiNotNiki Nia Longs mom is gorgeous',irrelevant
'o RafaArrudaa olha o papel de fundo do meu TWITTER se vai raxa HSAUHSAUASHASUHSUSHAUHSUASHUASHASHUASH',irrelevant
'Bienvenida al mundo twitter Te quiero mucho Azucena Elidaandrea',irrelevant
'Samsung Galaxy Nexus announced full specs available samsung galaxy nexus google android ics thetechcheck',neutral
'The Great Tech War Of Apple Facebook Google Amazon',neutral
'Katieec lmao I love it please be on twitter all the time so I have another friend to mention',neutral
'Un pao ms y devBC ser el primer Microsoft Partner Gold en Application Lifecycle Management ALM del pas WIN',irrelevant
'Vanmiddag woon ik een ETTU evenement over zaakgericht werken met SharePoint bij microsoft op schiphol bij',irrelevant
'Do not check other site for Ed Hardy Black Long Sl Apple Touch Phones',irrelevant
'Wordperfect Windows Microsoft Bill Gates llamado a declarar por un antiguo caso de monopolio contra Microsoft',irrelevant
'screw you apple iOS I cant download this crap and Im tired of trying Get this problem figured out about my connection timing out',negative
'Facebook and Twitter Off',neutral
'Microsoft CEO SteveBallmer on Not Buying Yahoo Sometimes Youre Lucky',neutral
'Nossa meu BG aqui no Twitter est uma coisa pavorosa preciso recortar essa foto de novo meu rosto ficou todo deformado hahaha',irrelevant
'Why Ice Cream Sandwich Might Make Things Worse Google needs to look to Microsoft as an example via pcmag',neutral
'I keep forgettin how much i really like Twitter lol',positive
'BlueChipperz This nigga need to go to Twitter JailDAAAYUM DOG lOl',neutral
'legnd apple the new iPhone',neutral
'Google Buzz to the junkyard along with four other services including Jaiku gt liked Jaiku',neutral
'Any Microsoft trainers in Oxfordshire who offer free training to local charities Unfortunately out of my catchment area Makethatlink',neutral
'I am quickly falling in love with Apple iCloud Finally a webbased solution to wave my old Microsoft Outlook byebye',negative
'videohovory na facebooku jsou skvl Microsoft by mohl integrovat tuto funkci do dal aktualizace windowsphone pak to bude geniln',irrelevant
'cloudnewsindia The War of Email Cloud Computing Google vs Microsoft',neutral
'Google Samsung Galaxy Nexus Android Ice Cream Sandwich',irrelevant
'Great Tech War of FastCompany profiles Amazon Apple Google Facebook on CNBC ht philsimon',neutral
'RT fredbenenson Hey twitter and apple this is pretty dumb',neutral
'Todava existe Google',irrelevant
'twitter se me hiso vicio',irrelevant
'Me acuerdo cuando abri twitter el primer follow que di fue a PistokO',irrelevant
'Waited in line for nothing fucking genius Apple called an app for John not jean stop fucking up my name im not a French boy PCam',negative
'gsmarenacom Talk talk talk release the phone already before they are completely obsolete Nokia Microsoft',neutral
'Free Genuine Copy Microsoft Windows PreBeta OS I dont know how long its been out',neutral
'Cant build a website Get a Google website Free',positive
'RT takashiruru android beam Android Google',irrelevant
'skype is now part of stupid microsoft it seems',negative
'Como es posible que Motorola siga bloqueando los bootloaders de sus telefono Merecen quebrar y con ellos google MotoFAIL',irrelevant
'Twitter must be sharing caring interacting socializingDont K does who ignore youGive a K to thise who truly are social',neutral
'Nada como darle vida de nuevo a mi twitter',irrelevant
'My cuz Robbase is new to twitter drop him a follow and show him some love Esp if you like Canes Jets Yankees Knicks sports',neutral
'Teah I had to inform my twitter account that you werent a stranger and give you permission to see my stuff Not sure why that is',neutral
'kingfizzy Bigrob step your twitter game up elijahcrago is starting to catch up',neutral
'Mention Twitter and get a Pittsburgh HVAC and Electrical systems Checkup for Contact',irrelevant
'Microsoft dishing out free firstgen WP handsets at its stores',positive
'Microsofts Steve Ballmer attacks Android phones windows android microsoft google',neutral
'LisaMarie shhhh the evil sith lords apple may hear you ha',negative
'RT sholliman SIGSource Microsofts Tami Reller says get on the bus and if you dont want to be on the bus get off the road',neutral
'we strongly recommend students that are following us to sign up for the imaginecup contest microsoft',neutral
'twitter is not eharmony',neutral
'Good luck to CPG team RT MindTreePR MindTree Introduces mPromo TradePromotion Solution on Microsoft Azure CGT',neutral
'Microsoft drops developer preview of its Roslyn compiler',neutral
'RT bcopher Anyone know where I can get a free trial of microsoft frontpage for mac',neutral
'Microsoft fulminate de este planeta como puede hacer eso a Android y a todos los desarrolladores y usuarios',irrelevant
'Google thinks your digital books belong on a digital bookcase a WebGL Chrome experiment',neutral
'microsoft diggita Microsoft Bill Gates in tribunale sotto accusa Windows isarenas',irrelevant
'HAZI applecom',irrelevant
'Possibilit de voir les mises jour un peu comme Sony Ericsson avec lintgration Facebook google nexusprime',irrelevant
'Massive Galaxy NexusIce Cream Sandwich Recap galaxynexus Google ics Samsung',neutral
'RT MichaelKroker Steve Ballmer Nokia to reveal multiple Windows Phone devices next week Microsoft may make their own',neutral
'On Google then go here GPlus Googleplus Google teamfollowback socialnetwork',neutral
'RT Leckoalx My twitter age is years days hour minutes seconds Find out yours at twittertime',neutral
'enjoy Twitter Buzz Builds for the OccupyWallStreet Movement CHARTS great',neutral
'RT QiiBO GalaxyNexus es presentado oficialmente Conoce los detalles del nuevo telfono de Google',irrelevant
'I am now the proud owner of apple tv thanks to big bro steveeadie and family',neutral
'Samsung y Google contraatacan a Apple con el nuevo Nexus Prime va cincodiascom android tecnologa',irrelevant
'pues esto fue todo por hoy D bye FB sigo un rato ms por twitter',irrelevant
'A Web service developed by Microsoft Research lets people curate their own personal history',neutral
'SO I HAD HER MAKE A TWITTER SHES HOT SEXY EVERY ONE FOLLOW ONE MA NEW FOLLOWERS Rocioo LEGOOO',neutral
'waynp Not the MS hate bit tho lt Waddya mean microsoft sucks bonobo monkeys asses Linux roolz For the extremists theres BSD',negative
'Set up an environment where you get innovation Share those expectations with your suppliers SIGSource Microsoft',neutral
'BenFolds ps I would have never used the word playa over player if Twitter wasnt so restrictive',neutral
'Une nouvelle interface haptique signe Microsoft et CanergieMellon OmniTouch Tactile et wearable cc Billaut',irrelevant
'Google unveils whats new in Android Ice Cream Sandwich',neutral
'Olha o tamanho desse CRNIO xD Google Android',irrelevant
'Apple Storefb',irrelevant
'Que bueno que hay gente que no te lee aqui en twitter D',irrelevant
'RT HowardMortman RT edatpost Apple fan Eric Holder spotted at the Genius Store',neutral
'IHS iPhone S shows key design and component changes apple apple iphomeS ios',neutral
'Microsoft CEO Steve Ballmer on Not Buying Yahoo Sometimes Youre Lucky',neutral
'Hallelujah RT sammydekeijne Voor links van Martin Microsoft zijn QR codes dan weer wel handigin een publiek zoals dit althans AUGNL',irrelevant
'maxpowertoloza bienvenido TWITTER jejejeeje buena',irrelevant
'Microsoft ha migliorato la ricerca per la barra davvio di Windows Windows abbatter windows microsoft',irrelevant
'OmniTouch ekran dotykowy na doni od Microsoft Czytaj wicej PGSTech',irrelevant
'vlingo is a POOR substitute for Siri Yo APPLE gimmie Siri',neutral
'google icecream galaxy nexus',neutral
'I love my twitter name',neutral
'Good night Twitter Off',neutral
'RT lyonpat iguanahosting ganamos Socios Hoster del ao en Enlance Ganando Juntos Microsoft Felicitaciones',irrelevant
'Goodnight Twitter',neutral
'Night at the Roxbury with Gates and Ballmer funny video gates ballmer microsoft',neutral
'Digital Google en Twitter komen niet tot een overeenkomst voor realtimezoekdiensten de google en',irrelevant
'Its a good thing apple has not came out with an iCar because I would be in line for one and im sure it would be expensive',neutral
'RT joselopes Parabns Google Vocs humilharam o iOS Android',irrelevant
'Kat in het nauw Microsoft WindowsPhone flink afgeven op je concurrent Android',irrelevant
'RT imasoninc Search Governance in SharePoint microsoft',neutral
'RT juank IceCreamSandwich presenta AndroidBeam una herramienta para transferir archivos con solo juntar telfonos Android G',irrelevant
'IGoHardNoBONER Yooooo Mena Malia lOl I love your Twitter name',neutral
'nandokanarski PUTZ que bela MERDA Google Android fail',irrelevant
'Is Google Down via Ejunkie Good for Bing Microsoft s investments paying off',positive
'Google Earth Helps Locate Salmonella Hotspots google',positive
'Esse prof acha que ningum sabe mexer no microsoft word',neutral
'Probably the best IceCreamSandwich yet Samsung and Googles event live blog by engadget Why havent I switched to Android again',positive
'Yeni Galaxy Nexus google galaxynexus',neutral
'Microsoft Werk CitrixMicrosoft Specialist NBDen Bosch Zoek je een technisch uitdagende high profile groeipo',irrelevant
'Ik lees steeds meer enthousiasme voor google en aantal gebruikers groeit spectaculair Ik merk daar niets van',irrelevant
'A must read article on fastcompany about Apple Facebook Google and Amazon technology war in',neutral
'SteveJobs being honored tonite AppleA truly great loss to the worldHe will so be missed',positive
'Can someone explain to me how the hell iMessage differs from a text message Apple',neutral
'WSPSanDiego Kickoff tomorrow at San Diego Microsoft Store at pm wspwest ping me wquestions in',neutral
'RT twandroid Nouvelle gestion des onglets sur le navigateur google nexusprime',irrelevant
'Thanks my new Twitter connections ecogreenvaletbrunodgamainezmoniqueprotherolevitiChristyJBPLTonyMicheal Chk Em Out',neutral
'Free Software Foundation FSF startet eine Kampagne gegen die Funktion Windows SecureBoot UEFI Microsoft',irrelevant
'OMG apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS',negative
'RT MavenInfosoft Patent Wars Google vs Samsung vs Apple vs Motorola vs Microsoft vs Oracle',neutral
'The Scribble SharePoint Blog SharePoint Workflows Maybe Microsoft can buy Nintex Microsoft SharePoint SP Workflow Nintex',neutral
'I sware to go windows and microsoft will be the death of meI dont know why I keep giving windows cont',negative
'THEmattbruening Took your Twitter virginity bitch',neutral
'Steve Bullmer says its hard for him to get excited about android phoneseven though Microsoft makes loads of money off of their sales',neutral
'lt ios apple',positive
'RT Stephaniezogrh Samsung Google Unveil Latest Android OS Phone PCWorld Android Samsung Apple Google tech',neutral
'Jet Car Stunts Xbox Live game for Windows Phone released wp xbox microsoft',neutral
'Love how rogersbiz tell u theyre not allowed to sell the s for more than Apple but yet want more for the G',irrelevant
'Join us Wednesday Nov for a webinar featuring Microsoft Lync deployments with snom UC Register today at VAR',neutral
'Casi aos usando PC de ellos casi Mac y tengo q decir que el Macbook Air de apple es de largo lo mejor No imagino como mejorarlo',irrelevant
'tandom nonimsi sorry to butt in but there is one I cant remember what its called though Google',neutral
'I promise this iPhone been at battery for the last hours I see you apple',neutral
'What could a bookcase look like in yearsmaybe this google books',neutral
'karthvader when did you change your nick again I no longer see any of your tweets on my timeline Anything wrong with twitter',neutral
'Siri went down for a little while last night Come on apple Get your shit together on this launch',negative
'Well at least the apple store has amazing call waiting music needs',positive
'thiagozito Twitter MsN Orkut Facebook o Principal Musicaa Haah',neutral
'See Apple that whats happen when you release iPhone S with same crappy design as the old phone',negative
'Not a Microsoft fan but this is cool Video Turn any surface into a touchscreen',positive
'RT rinconindia OpenText Alchemy Client programs are now compatible with Microsoft Office',neutral
'I want to be a Twitter Cypher',neutral
'robertterpstra no worries bud ps theyre saying that the s is having a lot of network issues right now Im apple for mac problems',negative
'OkUPrettyBut you never talk shit on Twitter HannahMcCall',neutral
'Microsoft CEO Steve Ballmer Looks Ahead at Social Mobile Plans Adweek tech apple microsoft',neutral
'Andy Rubin de Google devel oficialmente el Samsung GalaxyNexus er smartphone con Android Ice Cream Sandwich',irrelevant
'EgyDroid Android Beam NFS very strong feature amazing Google Nexus',irrelevant
'IHS iPhone S shows key design and component changes apple apple iphomeS ios',neutral
'YasserDVM jaja ya vez una qe es ineligene y estudia en Twitter jajaj ntc',irrelevant
'Galaxy Nexus Vs iPhone S Which smartphone wins via productreviews galaxynexus iphones google apple ics',neutral
'OmniTouch me ha encantado mobile tactil microsoft',irrelevant
'JorgeHillcoat Hola Jorge todo bien Me alegro que le estes metiendo onda a Twitter Maana te cuento Me jodi el tobillo Abrazo',irrelevant
'Yeah theres no apple twitter account',neutral
'RT MicrosoftEDU Quality education is vital Attend Microsoft DesireLearn session at EDUCAUSE EDU',neutral
'Microsoft CEO Steve Ballmer on Not Buying Yahoo Sometimes Youre Lucky',neutral
'apple should make Siri avalible for all devices not exclusive to the iPhone S',neutral
'My next phone samsung galaxy nexus Ice cream sandwich android google',neutral
'How to Keep Up With Over Twitter Followers for those of you with this many tweeps rock on im not there YET',neutral
'DickCostolo says daily twitter signups have TRIPLED since the new apple iphoneS came out',neutral
'Many new features for Android NexusPrime Google',neutral
'After a week or so with Apples iOS Im considering going back to jailbroken same features as plus more Not as stable though',negative
'Google New EffortlesstoUse Texas Holdem Strategy Kit Has the Tools You Require To Turn into a wikileaks',irrelevant
'RT thedroidguy Google announces dates for IO',neutral
'Ballmer On Not Buying Yahoo Sometimes YoureLucky via techcrunch Microsoft',neutral
'MSPartners can join Small Business Specialist Community SBCS Microsoft MPN',neutral
'Nokia employees still worried that Elop is a Microsoft mole microsoft windows',negative
'Microsoft lanza sitio oficial de Skype',irrelevant
'twitter be making my ass stay up later than planed',neutral
'RT DarkoIvancevic How Google Ventures Chooses Which Startups Get Its Million',neutral
'En el Curso BMT en microsoft mexico Para trabajar el modelo de negocios de Axentit en la Nube',irrelevant
'Well the event is now over time to change my pants Google Android Samsung Jizz',positive
'twitter off good night for everybody',neutral
'Any surface touch Microsoft Technology',neutral
'BOANOITE TWITTER SAINDO CHUPAFLAMENGO',irrelevant
'Upgrading my iPad to iOS When Apple said it could take a couple of hours to install and restore it they werent kidding',neutral
'As tribute to Steve apple id consider renaming Siri to Steve hell get your Jobs done Forever remembered for his legacy',neutral
'Microsoft Cloud Steve Ballmer At Web Microsoft CEO Disses Android iPhone According to GeekWire Ba TCN',neutral
'Mee ustan sus besiitos x twitter aw es una princesiita',irrelevant
'Microsoft Dynamics GP soon to offer bit HyperV images only',neutral
'Usagi Yojimbo RPG Core Rules pdf ebook google',irrelevant
'The new google phone Yoooo',neutral
'Reader Tronman compares SteveBallmer to an albatross around Microsofts neck Do you agree Join the discussion',negative
'O poder de pensardiferente a mgica de SteveJobs foi transformar egomania e obsesso em trunfos apple ipad ipod',irrelevant
'el twitter se vuelve Bisiiioo',irrelevant
'apple AirDrop fail Immediate declined your request every time',negative
'RT edwinubaque Hola marthaubaque bienvenia a twitter',irrelevant
'Jus updated my computer to Windows Im on thanks to microsoft',positive
'Graacias D RT RaHorajty JeMaZuCe buena pic de perfil de twitter',irrelevant
'on oovoo with LoveIsTheKi dumb ass excuseme twitter',neutral
'notleifgarrett apple wished their on hold music played Pictures of You',neutral
'jorgetb jajajajajaja mejor dilo x la radio pues jaja si lo publicas en twitter me coso el ojo noma Jajaja',irrelevant
'Retail friends follow MicrosoftHelps on Twitter A GREAT resource and the official account for Microsoft CustomerService Support',neutral
'For all the bookworms out there Googles Infinite Bookcase An Abstract Browser For Limitless Libraries technews',neutral
'My Cute Friend MelodyBtcc Finally Got A Twitter',neutral
'Watch new technology under development of Microsoft',neutral
'apple took my Siri and made it exclusive to iPhone S SoRude',negative
'Google sets alternative to Microsoft',neutral
'me encanta la pareja de laririquelme en el bailando pasame su twitter',irrelevant
'RT Saptha When u dine with a customer u shoukd never explain abt solutions unless he ask M never lean the concept microsoft fail',negative
'Un abrazo a tods desde el Apple Store en NewYork Es un honor sumarse a la gente que honra la memora y el genio de SteveJobs',irrelevant
'nachogoano tiene seguidores a la masividad de twitter es sorprendente',irrelevant
'Android Ice Cream Sandwich is Here with a Google Nexus in new Avtar android google nexus BigMAMA',positive
'is google the next innovators',neutral
'twitter detik Ketua Dewan Adat Papua Jadi Tersangka Kasus Makar',irrelevant
'Job ICT Windows Client Engineering im IT Forschungsumfeld GSI Consultants Zrich Microsoft IT',irrelevant
'RT herahussain RickySinghPT got a new backside for my eye phone V impressed with apple',positive
'RT sharepoinTony hersheytech kofax collabware avepoint nintex engaged w gt customers SharePoint ECM Summit at the Microsoft',neutral
'si es ese dia voi a kumplir aos kon el twitter D',irrelevant
'RT hofmania I just paid someone to wait in line at the apple store this morning for me on zaarly putapriceonconvenience iphone htt',neutral
'RT mashable Google Launches Android Ice Cream Sandwich OS',neutral
